subject	subject_activity	subject_location	subject_process	relation	object	object_activity	object_location	object_process	model	state
REACTO:R-HSA-5359005	GO:0008523	GO:0005886		RO:0002411	REACTO:R-HSA-196803	GO:0004594	GO:0005758	GO:0015937	gomodel:R-HSA-196783	development
REACTO:R-HSA-1244330	GO:0005452	GO:0005886		RO:0002411	REACTO:R-HSA-1237308	GO:0004089	GO:0005886	GO:0015701	gomodel:R-HSA-1247673	development
MGI:MGI:1333802	GO:0008467	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1333861	GO:0008467	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1333853	GO:0008467	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1333792	GO:0008467	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1201606	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:3580487	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:2441996	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1333802	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1333861	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1333853	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1354958	GO:0017095	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1354960	GO:0017095	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:2136405	GO:0047464	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1354959	GO:0017095	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
MGI:MGI:1346049	GO:0004394	GO:0005794	GO:0015012	RO:0002413	MGI:MGI:1333792	GO:0008467	GO:0005794	GO:0015012	gomodel:6258b8f300000398	production
REACTO:R-HSA-193119	GO:0004508	GO:0005789	GO:0006702	RO:0002413	REACTO:R-HSA-196357	GO:0004769	GO:0005789	GO:0006702	gomodel:R-HSA-193048	development
REACTO:R-HSA-196357	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-196357	GO:0004769	GO:0005789	GO:0006702	gomodel:R-HSA-193048	development
REACTO:R-HSA-210458	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-210458	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-210500	development
REACTO:R-HSA-210380	GO:0000149	GO:0005829	GO:0006836	RO:0002413	REACTO:R-HSA-210458	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-210500	development
REACTO:R-HSA-210380	GO:0000149	GO:0005829	GO:0006836	RO:0002629	REACTO:R-HSA-210458	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-210500	development
REACTO:R-HSA-210378	GO:0005262	GO:0005886		RO:0002411	REACTO:R-HSA-210458	GO:0000149	GO:0005886	GO:0006836	gomodel:R-HSA-210500	development
UniProtKB:P68400	GO:0004674	GO:0005634	GO:0050821	RO:0002630	UniProtKB:P55210	GO:0097200	GO:0005634	GO:0030163,GO:0097194	gomodel:62b4ffe300002284	production
UniProtKB:P55210	GO:0097200	GO:0005634	GO:0030163,GO:0097194	RO:0002630	UniProtKB:P25490	GO:0000981	GO:0005634	GO:0006357	gomodel:62b4ffe300002284	production
REACTO:R-HSA-500309	GO:0003938	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-9750562	GO:0003922	GO:0005829	GO:0006805	gomodel:R-HSA-9748787	development
REACTO:R-HSA-9750562	GO:0003922	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-58048	GO:0004385	GO:0005829	GO:0006805	gomodel:R-HSA-9748787	development
REACTO:R-HSA-58048	GO:0004385	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-74193	GO:0004550	GO:0005829	GO:0006805	gomodel:R-HSA-9748787	development
REACTO:R-HSA-9750562	GO:0003922	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-1454927	GO:0042626	GO:0005886	GO:0006855	gomodel:R-HSA-9748787	development
REACTO:R-HSA-158628	GO:0008119	GO:0005829	GO:0042178	RO:0002411	REACTO:R-HSA-1454927	GO:0042626	GO:0005886	GO:0006855	gomodel:R-HSA-9748787	development
REACTO:R-HSA-74193	GO:0004550	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-9750554	GO:0035539	GO:0005829	GO:0042178	gomodel:R-HSA-9748787	development
REACTO:R-HSA-9750562	GO:0003922	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-1454939	GO:0042626	GO:0005886	GO:0006855	gomodel:R-HSA-9748787	development
REACTO:R-HSA-500309	GO:0003938	GO:0005829	GO:0006805	RO:0002411	REACTO:R-HSA-1454939	GO:0042626	GO:0005886	GO:0006855	gomodel:R-HSA-9748787	development
REACTO:R-HSA-158628	GO:0008119	GO:0005829	GO:0042178	RO:0002411	REACTO:R-HSA-1454939	GO:0042626	GO:0005886	GO:0006855	gomodel:R-HSA-9748787	development
REACTO:R-HSA-9717365	GO:0005227	GO:0005886		RO:0002411	REACTO:R-HSA-9717390	GO:0005347	GO:0005886	GO:0050909	gomodel:R-HSA-9730628	development
REACTO:R-HSA-9717389	GO:0005272	GO:0005886		RO:0002411	REACTO:R-HSA-9717390	GO:0005347	GO:0005886	GO:0050909	gomodel:R-HSA-9730628	development
REACTO:R-HSA-443375	GO:0005272			RO:0002411	REACTO:R-HSA-9717390	GO:0005347	GO:0005886	GO:0050909	gomodel:R-HSA-9730628	development
REACTO:R-HSA-443374	GO:0005272			RO:0002411	REACTO:R-HSA-9717390	GO:0005347	GO:0005886	GO:0050909	gomodel:R-HSA-9730628	development
REACTO:R-HSA-443377	GO:0005272			RO:0002411	REACTO:R-HSA-9717390	GO:0005347	GO:0005886	GO:0050909	gomodel:R-HSA-9730628	development
MGI:MGI:98973	GO:0070674	GO:0005829	GO:0046059	RO:0002413	MGI:MGI:98973	GO:0004854	GO:0005829	GO:0046059	gomodel:5fa76ad400000265	production
REACTO:R-HSA-449967	GO:0019199	GO:0005886	GO:0038111	RO:0002413	REACTO:R-HSA-451898	GO:0004715		GO:0038111	gomodel:R-HSA-1266695	development
REACTO:R-HSA-449967	GO:0019199	GO:0005886	GO:0038111	RO:0002629	REACTO:R-HSA-451898	GO:0004715		GO:0038111	gomodel:R-HSA-1266695	development
UniProtKB:P49662	GO:0001530	GO:0005829	GO:0042742,GO:0160075	RO:0002629	UniProtKB:P49662	GO:0004197	GO:0005829	GO:0051604,GO:0160075	gomodel:63a86a8600001653	production
UniProtKB:P49662	GO:0004197	GO:0005829	GO:0051604,GO:0160075	RO:0002629	UniProtKB:P57764	GO:0005546	GO:0005886	GO:0070269	gomodel:63a86a8600001653	production
UniProtKB:P57764	GO:0022829	GO:0005886	GO:0070269	RO:0002304	UniProtKB:Q96P20	GO:0035591	GO:0016020	GO:0044546	gomodel:63a86a8600001653	production
REACTO:R-HSA-157412	GO:0004721	GO:0005829		RO:0002411	REACTO:R-HSA-8853807	GO:0004674	GO:0005829	GO:1904527	gomodel:R-HSA-8852276	development
REACTO:R-HSA-3222161	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3222233	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-113838	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3222233	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-5683784	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3222233	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-3222161	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3239029	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-113838	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3239029	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-5683784	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-3239029	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-3222161	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-417142	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-113838	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-417142	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
REACTO:R-HSA-5683784	GO:0004674	GO:0005654		RO:0002411	REACTO:R-HSA-417142	GO:0016278	GO:0005654	GO:1901796	gomodel:R-HSA-6804760	development
UniProtKB:P51114	GO:0140693	CL:0000018,GO:0043232	GO:0007286,GO:0140694,GO:0045727	RO:0002629	UniProtKB:O43432	GO:0003743	CL:0000018,GO:0043232	GO:0045727,GO:0007286	gomodel:63894f2500000826	production
UniProtKB:Q09472	GO:0061733	GO:0005737	GO:0042307	RO:0002630	UniProtKB:P14618-1	GO:0004743	GO:0005737	GO:0006096	gomodel:61f34dd300000863	production
UniProtKB:Q8N6T7	GO:0034979	GO:0005634	GO:0046827	RO:0002629	UniProtKB:P14618-1	GO:0004743	GO:0005737	GO:0006096	gomodel:61f34dd300000863	production
UniProtKB:Q9C0E2	GO:0005049	GO:0005634	GO:0006611	RO:0002304	UniProtKB:P14618-1	GO:0004743	GO:0005737	GO:0006096	gomodel:61f34dd300000863	production
UniProtKB:Q09472	GO:0061733	GO:0005737	GO:0042307	RO:0002629	UniProtKB:P14618-1	GO:0035402	GO:0005634	GO:0045944	gomodel:61f34dd300000863	production
UniProtKB:Q8N6T7	GO:0034979	GO:0005634	GO:0046827	RO:0002630	UniProtKB:P14618-1	GO:0035402	GO:0005634	GO:0045944	gomodel:61f34dd300000863	production
UniProtKB:Q09472	GO:0061733	GO:0005737	GO:0042307	RO:0002629	UniProtKB:P14618-1	GO:0004713	GO:0005634	GO:0045944	gomodel:61f34dd300000863	production
UniProtKB:Q8N6T7	GO:0034979	GO:0005634	GO:0046827	RO:0002630	UniProtKB:P14618-1	GO:0004713	GO:0005634	GO:0045944	gomodel:61f34dd300000863	production
UniProtKB:Q9C0E2	GO:0031267	GO:0005634	GO:0006611	RO:0002629	UniProtKB:Q9C0E2	GO:0005049	GO:0005634	GO:0006611	gomodel:61f34dd300000863	production
UniProtKB:P62826	GO:0003925	GO:0005634	GO:0006611	RO:0002629	UniProtKB:Q9C0E2	GO:0031267	GO:0005634	GO:0006611	gomodel:61f34dd300000863	production
UniProtKB:O13345	GO:0004497		GO:0045122	RO:0002304	UniProtKB:Q6UEF0	GO:0036382	GO:0005829	GO:0045122	gomodel:62b4ffe300002959	production
REACTO:R-HSA-1299434	GO:0004222		GO:0006626	RO:0002413	REACTO:R-HSA-1252242	GO:0032977	GO:0005743	GO:0006626	gomodel:R-HSA-1268020	development
REACTO:R-HSA-1299434	GO:0004222		GO:0006626	RO:0002629	REACTO:R-HSA-1252242	GO:0032977	GO:0005743	GO:0006626	gomodel:R-HSA-1268020	development
MGI:MGI:104860	GO:0140693	CL:0000018,GO:0043232	GO:0140694,GO:0045727,GO:0007286	RO:0002629	MGI:MGI:1923935	GO:0003743	CL:0000018,GO:0043232	GO:0045727,GO:0007286	gomodel:63894f2500000788	production
UniProtKB:P51114	GO:0035925	GO:0005737,CL:0000018	GO:0045727,GO:0007286	RO:0002629	UniProtKB:P51114	GO:0140693	CL:0000018,GO:0043232	GO:0140694,GO:0045727,GO:0007286	gomodel:63894f2500000826	production
MGI:MGI:102676	GO:0015420	EMAPA:32764,CL:0000584,GO:0009925	GO:0015889	RO:0002413	MGI:MGI:98534	GO:0140104	EMAPA:16332,GO:0005615	GO:0015889	gomodel:613aae0000000341	production
REACTO:R-HSA-68819	GO:0004175	GO:0005829	GO:0000209	RO:0002413	REACTO:R-HSA-983128	GO:0004177	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-68819	GO:0004175	GO:0005829	GO:0000209	RO:0002413	REACTO:R-HSA-8940604	GO:0004222	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-983128	GO:0004177	GO:0005829	GO:0000209	RO:0002413	REACTO:R-HSA-8940604	GO:0004222	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-2022352	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-2022352	GO:0004190	GO:0005576	GO:0002003	gomodel:R-HSA-2022377	development
REACTO:R-HSA-2022352	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2022352	GO:0004190	GO:0005576	GO:0002003	gomodel:R-HSA-2022377	development
REACTO:R-HSA-2990850	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-2990850	GO:0004190	GO:0005576	GO:0002003	gomodel:R-HSA-2022377	development
REACTO:R-HSA-2065391	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-2065391	GO:0004190	GO:0005576	GO:0002003	gomodel:R-HSA-2022377	development
REACTO:R-HSA-2023867	GO:0008440	GO:0005829	GO:0043647	RO:0002413	REACTO:R-HSA-199426	GO:0051717	GO:0005829	GO:0043647	gomodel:R-HSA-1855204	development
REACTO:R-HSA-1604601	GO:0052726	GO:0005829	GO:0043647	RO:0002413	REACTO:R-HSA-199426	GO:0051717	GO:0005829	GO:0043647	gomodel:R-HSA-1855204	development
REACTO:R-HSA-5652211	GO:0046526	GO:0005829	GO:0019640	RO:0002413	REACTO:R-HSA-5661286	GO:0004856	GO:0005829	GO:0019640	gomodel:R-HSA-5661270	development
REACTO:R-HSA-5661266	GO:0047842	GO:0005829	GO:0019640	RO:0002413	REACTO:R-HSA-5660027	GO:0050038	GO:0005886	GO:0019640	gomodel:R-HSA-5661270	development
REACTO:R-HSA-5661253	GO:0047939	GO:0005829	GO:0019640	RO:0002413	REACTO:R-HSA-5661289	GO:0050104	GO:0005829	GO:0019640	gomodel:R-HSA-5661270	development
REACTO:R-HSA-5660027	GO:0050038	GO:0005886	GO:0019640	RO:0002413	REACTO:R-HSA-5652211	GO:0046526	GO:0005829	GO:0019640	gomodel:R-HSA-5661270	development
REACTO:R-HSA-5661289	GO:0050104	GO:0005829	GO:0019640	RO:0002413	REACTO:R-HSA-5661266	GO:0047842	GO:0005829	GO:0019640	gomodel:R-HSA-5661270	development
REACTO:R-HSA-377179	GO:0004697		GO:0008150	RO:0002411	REACTO:R-HSA-5623651	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-5625740	development
UniProtKB:P49662	GO:0004197		GO:0051604,GO:0160075	RO:0002629	UniProtKB:P57764	GO:0005546	GO:0005886	GO:0070269	gomodel:62b4ffe300002385	production
REACTO:R-HSA-1806280	GO:0000285		GO:0006661	RO:0002413	REACTO:R-HSA-1806263	GO:0052629	GO:0005829	GO:0006661	gomodel:R-HSA-1660516	development
REACTO:R-HSA-1806280	GO:0000285		GO:0006661	RO:0002413	REACTO:R-HSA-1806255	GO:0043813		GO:0006661	gomodel:R-HSA-1660516	development
REACTO:R-HSA-69253	GO:0004713	GO:0005654	GO:2000134	RO:0002411	REACTO:R-HSA-143487	GO:0004721	GO:0005654	GO:0008150	gomodel:R-HSA-69202	development
UniProtKB:O75381	GO:0008320	GO:0005778	GO:0016561	RO:0002629	UniProtKB:P50542-1	GO:0140597	GO:0005782	GO:0044721	gomodel:62f58d8800003536	production
UniProtKB:Q92968	GO:0008320	GO:0005778	GO:0016561	RO:0002629	UniProtKB:P50542-1	GO:0140597	GO:0005782	GO:0044721	gomodel:62f58d8800003536	production
UniProtKB:O00628	GO:0005053	GO:0005829	GO:0016558	RO:0002629	UniProtKB:P50542-1	GO:0140597	GO:0005829	GO:0016558	gomodel:62f58d8800003536	production
UniProtKB:P50542-1	GO:0140597	GO:0005829	GO:0016558	RO:0002629	UniProtKB:O75381	GO:0030674	GO:0005778	GO:0016560	gomodel:62f58d8800003536	production
UniProtKB:O75381	GO:0030674	GO:0005778	GO:0016560	RO:0002629	UniProtKB:O75381	GO:0008320	GO:0005778	GO:0016561	gomodel:62f58d8800003536	production
UniProtKB:O75381	GO:0030674	GO:0005778	GO:0016560	RO:0002629	UniProtKB:Q92968	GO:0008320	GO:0005778	GO:0016561	gomodel:62f58d8800003536	production
MGI:MGI:104860	GO:0003729	GO:0005737,CL:0000018	GO:0045727,GO:0007286	RO:0002629	MGI:MGI:104860	GO:0140693	CL:0000018,GO:0043232	GO:0140694,GO:0045727,GO:0007286	gomodel:63894f2500000788	production
UniProtKB:Q8N884	GO:0003690	GO:0005829,GO:0005634	GO:0045088	RO:0002629	UniProtKB:Q8N884	GO:0140693	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
UniProtKB:Q9BRZ2	GO:0061630		GO:0006513,GO:0045089	RO:0002629	UniProtKB:Q8N884	GO:0140693	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
UniProtKB:P78527	GO:0004674		GO:0045824	RO:0002630	UniProtKB:Q8N884	GO:0140693	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
UniProtKB:Q8N884	GO:0140693	GO:0005829,GO:0005634	GO:0002218	RO:0002629	UniProtKB:Q8N884	GO:0061501	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
UniProtKB:Q96GF1	GO:0061630		GO:0044314,GO:0045089	RO:0002629	UniProtKB:Q8N884	GO:0061501	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
UniProtKB:P31749	GO:0004674		GO:0045824	RO:0002630	UniProtKB:Q8N884	GO:0061501	GO:0005829,GO:0005634	GO:0002218	gomodel:613aae0000000061	production
REACTO:R-HSA-196414	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-196414	GO:0050614	GO:0005789	GO:0006695	gomodel:R-HSA-191273	development
REACTO:R-HSA-191371	GO:0000250	GO:0005789	GO:0006695	RO:0002413	REACTO:R-HSA-196414	GO:0050614	GO:0005789	GO:0006695	gomodel:R-HSA-191273	development
MGI:MGI:1928761	GO:0015234	GO:0005886	GO:0009229	RO:0002413	MGI:MGI:1352500	GO:0004788	GO:0005829	GO:0009229	gomodel:6446bfcb00001208	production
MGI:MGI:1931307	GO:0015234	GO:0005886	GO:0009229	RO:0002413	MGI:MGI:1352500	GO:0004788	GO:0005829	GO:0009229	gomodel:6446bfcb00001208	production
MGI:MGI:1352500	GO:0004788	GO:0005829	GO:0009229	RO:0002413	MGI:MGI:1914533	GO:0090422	GO:0005743	GO:0009229	gomodel:6446bfcb00001208	production
REACTO:R-HSA-2671886	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-2671886	GO:0044736	GO:0005886	GO:0008150	gomodel:R-HSA-2672351	development
REACTO:R-HSA-2684894	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2684894	GO:0005229	GO:0005886	GO:0008150	gomodel:R-HSA-2672351	development
REACTO:R-HSA-2685517	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2685517	GO:0072345	GO:0005765	GO:0008150	gomodel:R-HSA-2672351	development
REACTO:R-HSA-2744253	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2744253	GO:0005229	GO:0005886	GO:0008150	gomodel:R-HSA-2672351	development
REACTO:R-HSA-2744364	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2744364	GO:0005229	GO:0005886	GO:0008150	gomodel:R-HSA-2672351	development
REACTO:R-HSA-5333763	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-5333763	GO:0004222	GO:0005886	GO:0008150	gomodel:R-HSA-2672351	development
UniProtKB:Q8N6T7	GO:0140774		GO:1903076	RO:0002578	UniProtKB:P62070	GO:0003924	GO:0005886	GO:0007265	gomodel:623d156d00000918	production
REACTO:R-HSA-947695	GO:0004842	GO:0005829	GO:0000209	RO:0002413	REACTO:R-HSA-947628	GO:0043130	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-976075	GO:0004842	GO:0005829	GO:0000209	RO:0002413	REACTO:R-HSA-976075	GO:0004842	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-976075	GO:0004842	GO:0005829	GO:0000209	RO:0002629	REACTO:R-HSA-976075	GO:0004842	GO:0005829	GO:0000209	gomodel:R-HSA-983168	development
REACTO:R-HSA-159157	GO:0015020	GO:0005789	GO:0006789	RO:0002411	REACTO:R-HSA-159157	GO:0015020	GO:0005789	GO:0052695	gomodel:R-HSA-156588	development
REACTO:R-HSA-174388	GO:0005461	GO:0005789		RO:0002411	REACTO:R-HSA-159157	GO:0015020	GO:0005789	GO:0052695,GO:0006789	gomodel:R-HSA-156588	development
REACTO:R-HSA-159157	GO:0015020	GO:0005789	GO:0006789	RO:0002411	REACTO:R-HSA-159191	GO:0015020	GO:0005789	GO:0052695	gomodel:R-HSA-156588	development
REACTO:R-HSA-174388	GO:0005461	GO:0005789		RO:0002411	REACTO:R-HSA-159191	GO:0015020	GO:0005789	GO:0052695	gomodel:R-HSA-156588	development
REACTO:R-HSA-419080	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-419080	GO:0050115	GO:0005829	GO:0008150	gomodel:R-HSA-5625740	development
REACTO:R-HSA-5671920	GO:0004674	GO:0005829		RO:0002411	REACTO:R-HSA-419080	GO:0050115	GO:0005829	GO:0008150	gomodel:R-HSA-5625740	development
REACTO:R-HSA-445764	GO:0004687	GO:0005829		RO:0002411	REACTO:R-HSA-419080	GO:0050115	GO:0005829	GO:0008150	gomodel:R-HSA-5625740	development
REACTO:R-HSA-422483	GO:0004674	GO:0005886		RO:0002411	REACTO:R-HSA-419080	GO:0050115	GO:0005829	GO:0008150	gomodel:R-HSA-5625740	development
REACTO:R-HSA-174181	GO:0061630	GO:0005829	GO:0008150	RO:0002413	REACTO:R-HSA-68819	GO:0004175	GO:0005829	GO:0008150	gomodel:R-HSA-69017	development
UniProtKB:P59044	GO:0035591		GO:0140739	RO:0002304	UniProtKB:P29466	GO:0004197	GO:0005829	GO:0051604,GO:0050729,GO:0032731,GO:0032741	gomodel:61b2b68300000000	production
UniProtKB:P29466	GO:0004197		GO:0051604,GO:0050729	RO:0002629	UniProtKB:P57764	GO:0005546	GO:0005886	GO:0070269	gomodel:61b2b68300000000	production
REACTO:R-HSA-2509818	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2509818	GO:0097383	GO:0005654	GO:0055086	gomodel:R-HSA-2393930	development
REACTO:R-HSA-2509818	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-2509818	GO:1990003	GO:0005654	GO:0055086	gomodel:R-HSA-2393930	development
REACTO:R-HSA-158754	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-158754	GO:0004252	GO:0005576	GO:0042730	gomodel:R-HSA-75205	development
REACTO:R-HSA-8857663	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-8857663	GO:0005548	GO:0005789	GO:0006687	gomodel:R-HSA-1660662	development
REACTO:R-HSA-381108	GO:0004252	GO:0000139	GO:0045540	RO:0002413	REACTO:R-HSA-381131	GO:0004222	GO:0000139	GO:0045540	gomodel:R-HSA-1655829	development
REACTO:R-HSA-389377	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-389377	GO:0004516	GO:0005829	GO:0034356	gomodel:R-HSA-197264	development
REACTO:R-HSA-429769	GO:0008028	GO:0005886	GO:0034356	RO:0002411	REACTO:R-HSA-389377	GO:0004516	GO:0005829	GO:0034356	gomodel:R-HSA-197264	development
REACTO:R-HSA-561106	GO:0090416	GO:0005886	GO:0034356	RO:0002413	REACTO:R-HSA-389377	GO:0004516	GO:0005829	GO:0034356	gomodel:R-HSA-197264	development
REACTO:R-HSA-6807487	GO:0052857	GO:0005759	GO:0034356	RO:0002413	REACTO:R-HSA-6806970	GO:0047453	GO:0005759	GO:0034356	gomodel:R-HSA-197264	development
REACTO:R-HSA-1806242	GO:0004438	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806202	GO:0004430		GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806242	GO:0034596	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806202	GO:0004430		GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806242	GO:0004438	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806171	GO:0004430	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806242	GO:0034596	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806171	GO:0004430	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806247	GO:0035005	GO:0005829	GO:0006661	RO:0002413	REACTO:R-HSA-3968346	GO:0051800	GO:0000139	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806185	GO:0016303	GO:0005829	GO:0006661	RO:0002413	REACTO:R-HSA-1806257	GO:0000285		GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806257	GO:0043813		GO:0006661	RO:0002413	REACTO:R-HSA-1806257	GO:0000285		GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806215	GO:0004439	GO:0005829	GO:0006661	RO:0002413	REACTO:R-HSA-1806247	GO:0035005	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806202	GO:0004430		GO:0006661	RO:0002413	REACTO:R-HSA-1806247	GO:0035005	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806171	GO:0004430	GO:0005829	GO:0006661	RO:0002413	REACTO:R-HSA-1806247	GO:0035005	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-3968346	GO:0051800	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806247	GO:0035005	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806242	GO:0004438	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806185	GO:0016303	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806242	GO:0034596	GO:0000139	GO:0006661	RO:0002413	REACTO:R-HSA-1806185	GO:0016303	GO:0005829	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806185	GO:0016303	GO:0005829	GO:0006661	RO:0002413	REACTO:R-HSA-1806242	GO:0004438	GO:0000139	GO:0006661	gomodel:R-HSA-1660514	development
REACTO:R-HSA-1806257	GO:0043813		GO:0006661	RO:0002413	REACTO:R-HSA-1806242	GO:0004438	GO:0000139	GO:0006661	gomodel:R-HSA-1660514	development
